"iso2","year","number_firms"
"VC",2015,3
"VC",2016,3
"VC",2017,3
"VC",2018,3
"VC",2019,3
"VC",2020,3
"VC",2021,3
"VC",2022,3
"VE",2000,5519
"VE",2001,6089
"VE",2002,6582
"VE",2003,7236
"VE",2004,8315
"VE",2005,9697
"VE",2006,11117
"VE",2007,12433
"VE",2008,13707
"VE",2009,14949
"VE",2010,16245
"VE",2011,17791
"VE",2012,19712
"VE",2013,22017
"VE",2014,24565
"VE",2015,28339
"VE",2016,32476
"VE",2017,32717
"VE",2018,32717
"VE",2019,32717
"VE",2020,32717
"VE",2021,32717
"VE",2022,32717
"VN",2000,18471
"VN",2001,25375
"VN",2002,33873
"VN",2003,44156
"VN",2004,58798
"VN",2005,74652
"VN",2006,93730
"VN",2007,120059
"VN",2008,149572
"VN",2009,190579
"VN",2010,234037
"VN",2011,277020
"VN",2012,320978
"VN",2013,378998
"VN",2014,440861
"VN",2015,527667
"VN",2016,622696
"VN",2017,731388
"VN",2018,843890
"VN",2019,953181
"VN",2020,953216
"VN",2021,953228
"VN",2022,934859
"VU",2000,3
"VU",2001,3
"VU",2002,3
"VU",2003,3
"VU",2004,3
"VU",2005,3
"VU",2006,3
"VU",2007,3
"VU",2008,3
"VU",2009,3
"VU",2010,3
"VU",2011,3
"VU",2012,3
"VU",2013,3
"VU",2014,3
"VU",2015,3
"VU",2016,3
"VU",2017,3
"VU",2018,3
"VU",2019,3
"VU",2020,3
"VU",2021,3
"VU",2022,3
"WS",2000,249
"WS",2001,267
"WS",2002,275
"WS",2003,294
"WS",2004,310
"WS",2005,336
"WS",2006,372
"WS",2007,400
"WS",2008,440
"WS",2009,488
"WS",2010,547
"WS",2011,614
"WS",2012,676
"WS",2013,735
"WS",2014,823
"WS",2015,902
"WS",2016,976
"WS",2017,1082
"WS",2018,1185
"WS",2019,1309
"WS",2020,1391
"WS",2021,1449
"WS",2022,1432
"YE",2000,155
"YE",2001,159
"YE",2002,161
"YE",2003,165
"YE",2004,171
"YE",2005,175
"YE",2006,183
"YE",2007,185
"YE",2008,191
"YE",2009,206
"YE",2010,234
"YE",2011,239
"YE",2012,245
"YE",2013,249
"YE",2014,251
"YE",2015,253
"YE",2016,257
"YE",2017,257
"YE",2018,257
"YE",2019,259
"YE",2020,259
"YE",2021,259
"YE",2022,259
"ZA",2000,313144
"ZA",2001,347607
"ZA",2002,387119
"ZA",2003,427110
"ZA",2004,472644
"ZA",2005,531775
"ZA",2006,595683
"ZA",2007,666132
"ZA",2008,735796
"ZA",2009,816815
"ZA",2010,901967
"ZA",2011,999488
"ZA",2012,1127857
"ZA",2013,1264123
"ZA",2014,1366235
"ZA",2015,1639981
"ZA",2016,2015269
"ZA",2017,2412268
"ZA",2018,2811885
"ZA",2019,3114200
"ZA",2020,3468346
"ZA",2021,3914570
"ZA",2022,3944797
"ZM",2000,64527
"ZM",2001,72548
"ZM",2002,79624
"ZM",2003,87649
"ZM",2004,97096
"ZM",2005,106769
"ZM",2006,116539
"ZM",2007,129537
"ZM",2008,145235
"ZM",2009,162638
"ZM",2010,181309
"ZM",2011,204768
"ZM",2012,229328
"ZM",2013,257217
"ZM",2014,284126
"ZM",2015,310550
"ZM",2016,335079
"ZM",2017,361787
"ZM",2018,383636
"ZM",2019,383649
"ZM",2020,383657
"ZM",2021,383664
"ZM",2022,383664
"ZW",2000,369
"ZW",2001,388
"ZW",2002,410
"ZW",2003,427
"ZW",2004,441
"ZW",2005,464
"ZW",2006,481
"ZW",2007,503
"ZW",2008,527
"ZW",2009,548
"ZW",2010,570
"ZW",2011,587
"ZW",2012,602
"ZW",2013,626
"ZW",2014,640
"ZW",2015,655
"ZW",2016,664
"ZW",2017,670
"ZW",2018,679
"ZW",2019,682
"ZW",2020,686
"ZW",2021,687
"ZW",2022,687
