iso2,year,gdp,population
SM,1991,,23459
SO,1991,,6732702
RS,1991,,7595636
SS,1991,,4867185
ST,1991,,123084
SR,1991,448100000,415981
SK,1991,14272201755,5303294
SI,1991,,1999429
SE,1991,2.74229E+11,8617375
SZ,1991,1156141998,889712
SC,1991,374359556.1,70439
SY,1991,27756258352,12782281
TD,1991,1877138042,6042428
TG,1991,1602299863,3990215
TH,1991,98234695722,56099865
TJ,1991,1352000000,5556306
TM,1991,3208098919,3821782
TL,1991,,772655
TO,1991,132201141.5,99010
TT,1991,5307905882,1276224
TN,1991,13074782609,8622853
TR,1991,1.50028E+11,55321172
TV,1991,9365165.91,9354
TZ,1991,4956588279,26890906
UG,1991,3321729057,18171935
UA,1991,77350733982,52000500
UY,1991,11205971155,3135374
US,1991,6.15813E+12,252981000
UZ,1991,13677622222,20952000
VC,1991,254829629.6,112780
VE,1991,53476971831,20226214
VN,1991,9613369520,68358820
VU,1991,201334169.1,154678
WS,1991,125597205.4,168701
YE,1991,5930370370,13895851
ZA,1991,1.35204E+11,40910959
ZM,1991,3378882353,7880466
ZW,1991,8641481700,10377815
AF,1992,,12057433
AO,1992,8307810974,12632507
AL,1992,652174990.8,3247039
AD,1992,1210013652,57283
AE,1992,54239171888,2116231
AR,1992,2.28789E+11,33568285
AM,1992,1272835453,3574555
AG,1992,499281481.5,64659
AU,1992,3.2548E+11,17478635
AT,1992,1.95078E+11,7840709
AZ,1992,446305555.6,7382050
BI,1992,1083037671,5743085
BE,1992,2.34782E+11,10045158
BJ,1992,1695315306,5457778
BF,1992,3356692518,9598555
BD,1992,31708874594,111272102
BG,1992,10350515464,8540164
BH,1992,4751063830,554470
BS,1992,3109000000,281973
BA,1992,,4275730
BY,1992,17037037037,10216470
BZ,1992,518559700,190299
BO,1992,5643893347,7394419
BR,1992,3.28188E+11,155900790
BB,1992,1957000000,260212
BN,1992,4183548189,277416
BT,1992,240215763.9,545944
BW,1992,4146513722,1420695
CF,1992,1411917558,2991727
CA,1992,5.92388E+11,28371264
CH,1992,2.80157E+11,6875364
CL,1992,45964327559,13782297
CN,1992,4.26916E+11,1164970000
CI,1992,11152971316,12838314
CM,1992,12071775381,12128604
CD,1992,8227200892,38332302
CG,1992,2933222706,2520958
CO,1992,58418985443,33939039
KM,1992,457388578.9,452990
CV,1992,357160985.3,381947
CR,1992,8564044017,3321939
CU,1992,22085858243,10783748
CY,1992,6912150456,810431
CZ,1992,34805013230,10319123
DE,1992,2.13157E+12,80624598
DJ,1992,478058304.9,623197
DM,1992,234059259.3,69112
DK,1992,1.52916E+11,5171370
DO,1992,11605382504,7427340
DZ,1992,48003078389,26748303
EC,1992,18094238119,10914222
EG,1992,41855986519,59989142
ER,1992,477101651.7,1921153
ES,1992,6.30916E+11,39157685
EE,1992,,1533091
ET,1992,10492993078,52011554
FI,1992,1.12533E+11,5041992
FJ,1992,1532401863,786859
FR,1992,1.40147E+12,58849943
FM,1992,178100000,102893
GA,1992,5592390849,1037446
GB,1992,1.17966E+12,57580402
GE,1992,3690328964,4873500
GH,1992,6413901602,16241548
GN,1992,3284620543,6832195
GM,1992,714255460.5,1127152
GW,1992,226313443.8,1022904
GQ,1992,134707184.4,501334
GR,1992,1.16225E+11,10399061
GD,1992,310160444.4,101040
GT,1992,10440842165,9544055
GY,1992,373573141.5,744998
HN,1992,4943700431,5344774
HR,1992,,4575818
HT,1992,2257121668,7205780
HU,1992,38730585922,10369341
ID,1992,1.28027E+11,188558416
IN,1992,2.88208E+11,907574049
IE,1992,55918538121,3558430
IR,1992,,59372016
IQ,1992,553671957.7,18385673
IS,1992,7080981738,261057
IL,1992,,5123000
IT,1992,1.32016E+12,56797087
JM,1992,3535460090,2434574
JO,1992,5311329067,3866887
JP,1992,3.90881E+12,124425000
KZ,1992,24917355372,16439095
KE,1992,8209129172,24655723
KG,1992,2316562500,4515400
KH,1992,,9718215
KI,1992,47737955.35,77901
KN,1992,242137037,40900
KR,1992,3.55525E+11,43747962
KW,1992,19858555215,1620633
LA,1992,1127806945,4561106
LB,1992,5843579161,3745407
LR,1992,,2052626
LY,1992,33881392045,4444820
LC,1992,674074074.1,146420
LI,1992,1631197909,29581
LK,1992,9703011636,17736827
LS,1992,831033941.1,1858507
LT,1992,,3700114
LU,1992,15518702635,392175
LV,1992,,2614338
MA,1992,33711069431,25400676
MC,1992,2737192565,30794
MD,1992,,2975621
MG,1992,3714967007,12623342
MV,1992,284874919.6,239136
MX,1992,3.63158E+11,84993164
MH,1992,91063000,48015
MK,1992,2436849342,2018023
ML,1992,2830673381,9310572
MT,1992,3021910217,367618
MM,1992,2216072577,41237813
ME,1992,,608516
MN,1992,1317611864,2236494
MZ,1992,2639953231,13816881
MR,1992,2164292208,2147527
MU,1992,3224267548,1084441
MW,1992,1799517082,10115420
MY,1992,59167550163,18526708
NA,1992,3429538534,1461687
NE,1992,3386232592,8907644
NG,1992,47794925815,100182045
NI,1992,1792800000,4427172
NL,1992,3.62963E+11,15184166
NO,1992,1.30838E+11,4286401
NP,1992,3401211581,20702133
NR,1992,,10129
NZ,1992,41649829860,3531700
OM,1992,12452275683,1985227
PK,1992,48884606848,122375179
PA,1992,8042337700,2554382
PE,1992,35966302303,23047248
PH,1992,60422309295,64543525
PW,1992,,16004
PG,1992,4377980510,4136644
PL,1992,94337050693,38363667
KP,1992,,21439991
PT,1992,1.07592E+11,9952494
PY,1992,7157424031,4277051
QA,1992,7646153984,471293
RO,1992,25121666667,22794284
RU,1992,4.60291E+11,148538197
RW,1992,2029026704,7657208
SA,1992,1.37088E+11,17281350
SD,1992,7034219713,21780059
SN,1992,7769817869,7974514
SG,1992,52130263966,3230698
SB,1992,269034595.8,343916
SL,1992,679997997.6,4301566
SV,1992,5813399300,5552206
SM,1992,,23808
SO,1992,,6428141
RS,1992,,7646424
SS,1992,,4956969
ST,1992,,125648
SR,1992,404600000,419521
SK,1992,15495514297,5305016
SI,1992,,1996498
SE,1992,2.84321E+11,8668067
SZ,1992,1284766234,925165
SC,1992,433667193.8,70763
SY,1992,33107349666,13156406
TD,1992,1881847677,6302926
TG,1992,1692959110,4106219
TH,1992,1.11453E+11,56939020
TJ,1992,2156666667,5656208
TM,1992,3200539816,3926369
TL,1992,,783705
TO,1992,137066290.6,99260
TT,1992,5439552941,1285502
TN,1992,15497286296,8802540
TR,1992,1.58459E+11,56302037
TV,1992,9742949.47,9466
TZ,1992,4601413264,27580723
UG,1992,2857457860,18801966
UA,1992,73945908384,52150400
UY,1992,12878199881,3153732
US,1992,6.52033E+12,256514000
UZ,1992,12941297376,21449000
VC,1992,277955555.6,113222
VE,1992,60401798246,20700461
VN,1992,9866990236,69788747
VU,1992,209088824.6,158577
WS,1992,132303041.4,169799
YE,1992,6463649985,14433771
ZA,1992,1.46957E+11,41760755
ZM,1992,3181921788,8074337
ZW,1992,6751472200,10641501
AF,1993,,14003760
AO,1993,5768720422,13038270
AL,1993,1185315468,3227287
AD,1993,1007025755,59156
AE,1993,55625170253,2223284
AR,1993,2.36742E+11,34027240
AM,1993,1201312829,3457349
AG,1993,535174074.1,65834
AU,1993,3.12126E+11,17634808
AT,1993,1.9038E+11,7905633
AZ,1993,1570000000,7494800
BI,1993,938632612,5555220
BE,1993,2.24722E+11,10084475
BJ,1993,2274557914,5706181
BF,1993,3199536228,9840075
BD,1993,33166519418,113418757
BG,1993,10829710145,8472313
BH,1993,5200265957,573755
BS,1993,3092000000,288164
BA,1993,,3942981
BY,1993,16280991736,10239050
BZ,1993,560205300,194177
BO,1993,5734676631,7544489
BR,1993,3.68296E+11,158440875
BB,1993,2063342117,260995
BN,1993,4105706152,284713
BT,1993,225998091.2,520838
BW,1993,4160086253,1462262
CF,1993,1278781167,3089146
CA,1993,5.77171E+11,28684764
CH,1993,2.72466E+11,6938265
CL,1993,49297773130,13998386
CN,1993,4.44731E+11,1178440000
CI,1993,11045759469,13316448
CM,1993,16181813512,12486773
CD,1993,10706246371,39580844
CG,1993,2684323618,2594168
CO,1993,66446804803,34614735
KM,1993,452881443.1,463318
CV,1993,490417389.7,391749
CR,1993,9582866263,3405372
CU,1993,22367254865,10840934
CY,1993,6590291048,825986
CZ,1993,40866748705,10329855
DE,1993,2.07132E+12,81156363
DJ,1993,466048469.2,611231
DM,1993,245525925.9,69169
DK,1993,1.43196E+11,5188628
DO,1993,13081042400,7576074
DZ,1993,49945599429,27354327
EC,1993,18938717359,11132829
EG,1993,46578631453,61382200
ER,1993,467872714.8,1981419
ES,1993,5.25076E+11,39361262
EE,1993,,1494128
ET,1993,8830712714,53791672
FI,1993,89214114708,5066447
FJ,1993,1636074718,789198
FR,1993,1.32282E+12,59106166
FM,1993,198400000,106030
GA,1993,4378645081,1065390
GB,1993,1.06139E+12,57718614
GE,1993,2701181331,4911100
GH,1993,5966255778,16643633
GN,1993,3279096606,7046097
GM,1993,755042548.1,1168309
GW,1993,236880821.7,1056761
GQ,1993,136047896.2,520236
GR,1993,1.08809E+11,10460415
GD,1993,309812185.2,102173
GT,1993,11399942453,9790619
GY,1993,454101382.5,747189
HN,1993,4926728933,5496841
HR,1993,,4600463
HT,1993,1878248741,7345940
HU,1993,40124916941,10357523
ID,1993,1.58007E+11,191737287
IN,1993,2.79296E+11,926351297
IE,1993,52417477614,3576261
IR,1993,63743623232,59755430
IQ,1993,1031944881,19295818
IS,1993,6218581532,263725
IL,1993,,5261000
IT,1993,1.06496E+12,56831821
JM,1993,5440064773,2459062
JO,1993,5605841536,4075759
JP,1993,4.45414E+12,124829000
KZ,1993,23409260880,16380672
KE,1993,5751789915,25391830
KG,1993,2028295455,4516700
KH,1993,2533727592,10243550
KI,1993,46919624.64,79093
KN,1993,263755555.6,41447
KR,1993,3.92666E+11,44194628
KW,1993,23941391391,1653645
LA,1993,1327748655,4685296
LB,1993,7941744492,3818796
LR,1993,,2132771
LY,1993,30657030223,4544970
LC,1993,684814814.8,148595
LI,1993,1673104494,30012
LK,1993,10338679636,17924827
LS,1993,835592802.3,1885478
LT,1993,,3682613
LU,1993,15925521222,397475
LV,1993,,2563290
MA,1993,31655473664,25806777
MC,1993,2574302409,31024
MD,1993,,2974817
MG,1993,4063298919,13020100
MV,1993,322417837.2,245845
MX,1993,5.00736E+11,86648447
MH,1993,99461000,48944
MK,1993,2682456897,1996893
ML,1993,2818281080,9506510
MT,1993,2709178327,371308
MM,1993,2809748387,41788302
ME,1993,,610170
MN,1993,768401634.2,2270311
MZ,1993,2729550591,14206254
MR,1993,1847350612,2237064
MU,1993,3263368410,1097374
MW,1993,2070636936,10257233
MY,1993,66894837030,19050077
NA,1993,3251230621,1509834
NE,1993,3052673623,9193078
NG,1993,27752204320,102775465
NI,1993,1756454248,4526689
NL,1993,3.5355E+11,15290368
NO,1993,1.20579E+11,4311991
NP,1993,3660041667,21267359
NR,1993,,10226
NZ,1993,46775620817,3572200
OM,1993,12493107932,2071868
PK,1993,51809949334,125546615
PA,1993,8782585400,2607499
PE,1993,34832077221,23513882
PH,1993,62036625222,66083321
PW,1993,,16380
PG,1993,4974550286,4291588
PL,1993,96045645026,38461408
KP,1993,,21773017
PT,1993,95009751901,9964675
PY,1993,7249533620,4386202
QA,1993,7156593654,486041
RO,1993,26362894737,22763280
RU,1993,4.35084E+11,148458777
RW,1993,1971525999,7904740
SA,1993,1.32968E+11,17846461
SD,1993,8881785938,22163251
SN,1993,7367985695,8196551
SG,1993,60603478153,3313471
SB,1993,300749474.5,354086
SL,1993,768812334.8,4295689
SV,1993,6680269200,5630987
SM,1993,,24181
SO,1993,,6620729
RS,1993,,7699307
SS,1993,,5018172
ST,1993,,128182
SR,1993,428764705.9,422375
SK,1993,16520676974,5325305
SI,1993,,1991746
SE,1993,2.12953E+11,8718561
SZ,1993,1357206996,953451
SC,1993,473916819.5,72253
SY,1993,36860133630,13537060
TD,1993,1463251055,6448280
TG,1993,1233496846,4078392
TH,1993,1.28889E+11,57776082
TJ,1993,1644325581,5717806
TM,1993,3179225949,4031698
TL,1993,,795179
TO,1993,138489884.4,99492
TT,1993,4669488516,1293974
TN,1993,14608946896,8977173
TR,1993,1.8017E+11,57296008
TV,1993,9630762.95,9517
TZ,1993,4257702197,28469017
UG,1993,3220439044,19462958
UA,1993,65607522124,52179200
UY,1993,15002106518,3171747
US,1993,6.85856E+12,259919000
UZ,1993,13099013836,21942000
VC,1993,286307407.4,113621
VE,1993,60065011013,21172100
VN,1993,13180953598,71176405
VU,1993,200491853.2,162548
WS,1993,133122897.2,171362
YE,1993,5368270615,14988047
ZA,1993,1.47197E+11,42525440
ZM,1993,3273237853,8270917
ZW,1993,6563813300,10794918
AF,1994,,15455555
AO,1994,4438321017,13462031
AL,1994,1880951520,3207536
AD,1994,1017549124,61037
AE,1994,59305093980,2329024
AR,1994,2.5744E+11,34488696
AM,1994,1315158637,3373713
AG,1994,589429629.6,67072
AU,1994,3.22807E+11,17805468
AT,1994,2.03535E+11,7936118
AZ,1994,1193312102,7596550
BI,1994,925030590.2,5586408
BE,1994,2.44884E+11,10115603
BJ,1994,1598075932,5923394
BF,1994,1895290623,10091256
BD,1994,33768660883,115614891
BG,1994,9697416974,8443591
BH,1994,5567553457,593254
BS,1994,3259000000,293997
BA,1994,1255802469,3762330
BY,1994,14932024169,10226955
BZ,1994,581269550,198416
BO,1994,5981244865,7693722
BR,1994,5.2537E+11,160980472
BB,1994,2151344901,261712
BN,1994,4087337960,291935
BT,1994,258985597.7,521260
BW,1994,4259330999,1503544
CF,1994,851174350.7,3187844
CA,1994,5.78139E+11,29000663
CH,1994,3.01628E+11,6993795
CL,1994,57008425296,14210674
CN,1994,5.64325E+11,1191835000
CI,1994,8313557450,13802285
CM,1994,8902446188,12848862
CD,1994,5820382232,41511985
CG,1994,1769365439,2669220
CO,1994,81703500846,35295461
KM,1994,319189200.4,473478
CV,1994,406580652.3,401655
CR,1994,10486784805,3489152
CU,1994,28448326757,10887207
CY,1994,7425703929,844444
CZ,1994,47850203856,10333587
DE,1994,2.20507E+12,81438348
DJ,1994,491689220.7,623477
DM,1994,264374074.1,69198
DK,1994,1.56162E+11,5206180
DO,1994,14644711385,7723934
DZ,1994,42543178042,27937006
EC,1994,22708673337,11347652
EG,1994,51897983393,62775847
ER,1994,531688311.7,2042500
ES,1994,5.30563E+11,39549108
EE,1994,,1462514
ET,1994,6927950565,55620211
FI,1994,1.033E+11,5088333
FJ,1994,1825763268,790803
FR,1994,1.39398E+12,59327585
FM,1994,202500000,108844
GA,1994,4190819314,1093611
GB,1994,1.14049E+12,57865745
GE,1994,2514070772,4836076
GH,1994,5444560669,17040854
GN,1994,3383092828,7262112
GM,1994,746491692.6,1205882
GW,1994,235620043.5,1089617
GQ,1994,100807001.8,539992
GR,1994,1.16602E+11,10512922
GD,1994,325111814.8,103174
GT,1994,12983235568,10037522
GY,1994,540874934.2,749546
HN,1994,4642280682,5652934
HR,1994,,4652024
HT,1994,2167564195,7486091
HU,1994,43166678735,10343355
ID,1994,1.76892E+11,194928533
IN,1994,3.27276E+11,945261958
IE,1994,57097656066,3590386
IR,1994,71841461173,59985749
IQ,1994,3991349283,20248073
IS,1994,6389460343,266021
IL,1994,,5399000
IT,1994,1.09922E+12,56843400
JM,1994,5452564385,2484182
JO,1994,6237739516,4278166
JP,1994,4.9988E+12,125178000
KZ,1994,21250792886,16145766
KE,1994,7148145376,26133744
KG,1994,1681006993,4515100
KH,1994,2791435272,10636353
KI,1994,54832577.86,80264
KN,1994,295159259.3,42001
KR,1994,4.63617E+11,44641540
KW,1994,24848483838,1641106
LA,1994,1543606345,4807950
LB,1994,9599127050,3888144
LR,1994,,2125198
LY,1994,28607921929,4641296
LC,1994,713703703.7,150561
LI,1994,1948118228,30447
LK,1994,11717604209,18094474
LS,1994,878250450.6,1910642
LT,1994,,3657144
LU,1994,17701798891,402925
LV,1994,,2520742
MA,1994,35604137423,26201551
MC,1994,2720310019,31253
MD,1994,,2967585
MG,1994,3522226903,13436121
MV,1994,356013395.7,252201
MX,1994,5.27813E+11,88314424
MH,1994,108071000,49840
MK,1994,3559607241,1982458
ML,1994,2081846499,9711797
MT,1994,2998570147,374797
MM,1994,3821535780,42337109
ME,1994,,611389
MN,1994,925817092.2,2301510
MZ,1994,2796549978,14912873
MR,1994,1944876755,2315191
MU,1994,3558137040,1112846
MW,1994,1181802596,10131799
MY,1994,74478356958,19588703
NA,1994,3666501464,1558449
NE,1994,1938058161,9493324
NG,1994,33833042988,105456121
NI,1994,3863185119,4625260
NL,1994,3.7913E+11,15382838
NO,1994,1.27131E+11,4336613
NP,1994,4066775510,21794751
NR,1994,,10274
NZ,1994,55314732279,3620000
OM,1994,12918855657,2133675
PK,1994,52293456906,129245139
PA,1994,9365289800,2661385
PE,1994,44882079767,23983258
PH,1994,73159245526,67650283
PW,1994,,16770
PG,1994,5502786070,4451694
PL,1994,1.10803E+11,38542652
KP,1994,,22105225
PT,1994,99688641304,9991525
PY,1994,7870982005,4495301
QA,1994,7374450769,500683
RO,1994,30074440483,22730211
RU,1994,3.95077E+11,148407912
RW,1994,753636370.5,6732665
SA,1994,1.35175E+11,18367528
SD,1994,12794192334,22703631
SN,1994,5034588159,8416997
SG,1994,73690847191,3419048
SB,1994,402831864.9,364505
SL,1994,911915970.7,4314953
SV,1994,7679384000,5693038
SM,1994,,24535
SO,1994,,6959828
RS,1994,,7734639
SS,1994,,5142863
ST,1994,,130666
SR,1994,605492537.3,426548
SK,1994,20162936291,5346331
SI,1994,,1989443
SE,1994,2.29034E+11,8780745
SZ,1994,1419293455,953737
SC,1994,486451204.6,74205
SY,1994,45086948775,13922626
TD,1994,1179837955,6592998
TG,1994,982624324.5,4092612
TH,1994,1.46683E+11,58610010
TJ,1994,1518796992,5803993
TM,1994,2561118608,4133037
TL,1994,,807115
TO,1994,195990986.2,99731
TT,1994,4947205860,1301393
TN,1994,15632463424,9143141
TR,1994,1.3069E+11,58310245
TV,1994,10886825.56,9559
TZ,1994,4510846968,29598323
UG,1994,3990430447,20125021
UA,1994,52543387167,51921400
UY,1994,17474647792,3189945
US,1994,7.28724E+12,263126000
UZ,1994,12899156991,22377000
VC,1994,289437037,113944
VE,1994,58418666667,21640833
VN,1994,16286433533,72501087
VU,1994,233701301.5,166560
WS,1994,221098106.5,173107
YE,1994,4167356037,15553171
ZA,1994,1.53513E+11,43267982
ZM,1994,3656647744,8474216
ZW,1994,6890675000,10858594
AF,1995,,16418912
AO,1995,5538749260,13912253
AL,1995,2392764853,3187784
AD,1995,1178738991,62928
AE,1995,65743666576,2433988
AR,1995,2.58032E+11,34946110
AM,1995,1468317435,3322782
AG,1995,577281481.5,68398
AU,1995,3.67916E+11,18004882
AT,1995,2.41038E+11,7948278
AZ,1995,2417355840,7684850
BI,1995,1000428394,5932783
BE,1995,2.88026E+11,10136811
BJ,1995,2169627251,6046511
BF,1995,2379518099,10353263
BD,1995,37939748769,117793338
BG,1995,18983303571,8406067
BH,1995,5849467819,612934
BS,1995,3429000000,299554
BA,1995,1866572954,3750527
BY,1995,13972676841,10193831
BZ,1995,620422500,203556
BO,1995,6715220486,7841471
BR,1995,7.69333E+11,163515328
BB,1995,2216974096,262303
BN,1995,4734020037,299097
BT,1995,290464801.1,527536
BW,1995,4730611067,1543634
CF,1995,1115389732,3276706
CA,1995,6.04032E+11,29302311
CH,1995,3.53133E+11,7040687
CL,1995,73447063319,14416796
CN,1995,7.34548E+11,1204855000
CI,1995,11000146840,14299727
CM,1995,10864773037,13211647
CD,1995,5643439373,43285791
CG,1995,2116003868,2742309
CO,1995,92507279383,35970101
KM,1995,398461789.6,483760
CV,1995,487148993.5,411382
CR,1995,11578594260,3572856
CU,1995,30429803651,10926703
CY,1995,9933133247,862418
CZ,1995,60147174077,10327253
DE,1995,2.58579E+12,81678051
DJ,1995,497723960.6,629619
DM,1995,274522222.2,69201
DK,1995,1.85007E+11,5233373
DO,1995,16637370839,7869753
DZ,1995,41764315330,28478022
EC,1995,24432884442,11561683
EG,1995,60159245060,64166908
ER,1995,578015625,2157220
ES,1995,6.14609E+11,39724050
EE,1995,4502970889,1436634
ET,1995,7663984568,57476536
FI,1995,1.3419E+11,5107790
FJ,1995,1970347721,792246
FR,1995,1.60109E+12,59543659
FM,1995,221575300,110328
GA,1995,4958845906,1121964
GB,1995,1.34642E+12,58019030
GE,1995,2693768413,4657722
GH,1995,6465137615,17438874
GN,1995,3693710533,7468347
GM,1995,785996982.5,1242155
GW,1995,253966922.3,1117222
GQ,1995,141853368.3,560740
GR,1995,1.36878E+11,10562153
GD,1995,342172518.5,104060
GT,1995,14655404433,10286786
GY,1995,621626785.9,751689
HN,1995,5347445005,5812832
HR,1995,22717081925,4620030
HT,1995,2813313279,7627316
HU,1995,46425677734,10328965
ID,1995,2.02132E+11,198140162
IN,1995,3.60282E+11,964279129
IE,1995,69139823232,3608841
IR,1995,96419225744,60794809
IQ,1995,12894029888,20948858
IS,1995,7123633418,267468
IL,1995,1.00606E+11,5545000
IT,1995,1.17466E+12,56844303
JM,1995,6577523825,2509372
JO,1995,6727446632,4458195
JP,1995,5.54556E+12,125472000
KZ,1995,20374302652,15816243
KE,1995,9046326060,26878347
KG,1995,1661018519,4560400
KH,1995,3441205693,10919528
KI,1995,56338028.17,81481
KN,1995,313485185.2,42550
KR,1995,5.66583E+11,45092991
KW,1995,27191353887,1655222
LA,1995,1763536305,4927432
LB,1995,11718795528,3959640
LR,1995,,2142422
LY,1995,25544128199,4733063
LC,1995,762962963,152348
LI,1995,2428461395,30890
LK,1995,13029697561,18242917
LS,1995,1001889857,1934079
LT,1995,7867140395,3629102
LU,1995,20853093870,408625
LV,1995,5789128637,2485056
MA,1995,39030285468,26599048
MC,1995,3130462610,31482
MD,1995,1752979926,2953200
MG,1995,3838101052,13869138
MV,1995,398988955,258208
MX,1995,3.60074E+11,89969572
MH,1995,120230000,50702
MK,1995,4707036096,1983964
ML,1995,2706425158,9921094
MT,1995,3720400535,377419
MM,1995,4879257848,42880186
ME,1995,,611712
MN,1995,1452165005,2330334
MZ,1995,2899922842,15594830
MR,1995,2091731421,2380341
MU,1995,4040345933,1122457
MW,1995,1397457932,10112816
MY,1995,88705342903,20136888
NA,1995,3978497753,1605370
NE,1995,2302537682,9813918
NG,1995,44062465800,108187610
NI,1995,4140470000,4721929
NL,1995,4.52302E+11,15459006
NO,1995,1.5203E+11,4359184
NP,1995,4401104418,22305571
NR,1995,,10316
NZ,1995,63918703507,3673400
OM,1995,13802600780,2172672
PK,1995,60636022423,133117476
PA,1995,9573813700,2716067
PE,1995,53312793687,24449055
PH,1995,84644220102,69250468
PW,1995,,17209
PG,1995,4636057476,4616439
PL,1995,1.42293E+11,38594998
KP,1995,,22385536
PT,1995,1.18122E+11,10026176
PY,1995,9062131475,4603917
QA,1995,8137911978,515133
RO,1995,37435317265,22684270
RU,1995,3.95537E+11,148375787
RW,1995,1293535011,5686897
SA,1995,1.43343E+11,18888857
SD,1995,13829744879,23290602
SN,1995,6326342963,8632681
SG,1995,87810991957,3524506
SB,1995,469443201.5,375189
SL,1995,870758739.4,4324149
SV,1995,8921947100,5748195
SM,1995,,24886
SO,1995,,7210930
RS,1995,16832598870,7625357
SS,1995,,5302042
ST,1995,,133077
SR,1995,691590497.7,434490
SK,1995,25840146405,5361999
SI,1995,21352224019,1989872
SE,1995,2.67306E+11,8826939
SZ,1995,1698982438,953573
SC,1995,508221508.2,75304
SY,1995,50866369710,14313450
TD,1995,1445919970,6888856
TG,1995,1309382885,4279566
TH,1995,1.69279E+11,59424834
TJ,1995,1231040564,5916173
TM,1995,2482228440,4226623
TL,1995,,819226
TO,1995,208871665.8,99977
TT,1995,5329214163,1307822
TN,1995,18030876599,9294102
TR,1995,1.69486E+11,59305490
TV,1995,11025945.14,9585
TZ,1995,5255221425,30560071
UG,1995,5755818947,20680831
UA,1995,48214751924,51512800
UY,1995,19297663097,3208300
US,1995,7.63975E+12,266278000
UZ,1995,13350468917,22785000
VC,1995,316007407.4,114174
VE,1995,77407726244,22107286
VN,1995,20736164459,73759110
VU,1995,249333250.1,170612
WS,1995,224865731.4,174902
YE,1995,4258788725,16103339
ZA,1995,1.71735E+11,43986084
ZM,1995,3807067122,8684135
ZW,1995,7111270700,10994041
AF,1996,,17106595
AO,1996,7526446606,14383350
AL,1996,3199641336,3168033
AD,1996,1223945357,64147
AE,1996,73571233996,2572735
AR,1996,2.7215E+11,35389362
AM,1996,1596968946,3298898
AG,1996,633729629.6,69798
AU,1996,4.0109E+11,18224767
AT,1996,2.37251E+11,7959017
AZ,1996,3176333837,7763000
BI,1996,869033856.3,5930507
BE,1996,2.79201E+11,10156637
BJ,1996,2361116588,6203860
BF,1996,2586550747,10621210
BD,1996,46438484108,119876868
BG,1996,12294221473,8362826
BH,1996,6101861436,632756
BS,1996,3609000000,304933
BA,1996,2786045322,3907751
BY,1996,14756846154,10159569
BZ,1996,641660000,209840
BO,1996,7396966618,7989367
BR,1996,8.50426E+11,166037122
BB,1996,2363645403,262793
BN,1996,5115602837,306196
BT,1996,303435517.9,537494
BW,1996,4847752843,1582169
CF,1996,1007791186,3363570
CA,1996,6.28546E+11,29610218
CH,1996,3.40471E+11,7071850
CL,1996,78574385336,14615483
CN,1996,8.63747E+11,1217550000
CI,1996,18071153890,14810946
CM,1996,11093539497,13575324
CD,1996,5771454940,44118709
CG,1996,2540697538,2816595
CO,1996,97160109278,36632573
KM,1996,396053797.6,494288
CV,1996,501979069.3,421007
CR,1996,11678424507,3656234
CU,1996,25017368700,10963031
CY,1996,10011918444,880058
CZ,1996,67387788633,10315241
DE,1996,2.49724E+12,81914831
DJ,1996,494004647.7,644649
DM,1996,292285185.2,69166
DK,1996,1.87632E+11,5263074
DO,1996,18241691857,8012314
DZ,1996,46941582519,28984634
EC,1996,25226393197,11775221
EG,1996,67629716981,65565195
ER,1996,693535954.2,2264073
ES,1996,6.42589E+11,39889852
EE,1996,4786018988,1415594
ET,1996,8547939731,59347649
FI,1996,1.32129E+11,5124573
FJ,1996,2128696644,796538
FR,1996,1.60568E+12,59756533
FM,1996,218534700,110785
GA,1996,5694040337,1150601
GB,1996,1.42151E+12,58166950
GE,1996,3095047604,4491699
GH,1996,6934984709,17844010
GN,1996,3868968302,7683115
GM,1996,848237108.6,1279070
GW,1996,270419779.4,1140604
GQ,1996,232463036.4,582573
GR,1996,1.45862E+11,10608800
GD,1996,366911444.4,104846
GT,1996,15674835615,10536942
GY,1996,705406001.4,753571
HN,1996,5215028986,5976550
HR,1996,24075166261,4557097
HT,1996,2907514523,7770593
HU,1996,46658755152,10311238
ID,1996,2.2737E+11,201373791
IN,1996,3.92897E+11,983281218
IE,1996,75790786290,3637510
IR,1996,1.20404E+11,61598378
IQ,1996,10433698621,21639332
IS,1996,7426082271,268916
IL,1996,1.10181E+11,5692000
IT,1996,1.31243E+12,56860281
JM,1996,7393883555,2532894
JO,1996,6928359238,4608676
JP,1996,4.92339E+12,125757000
KZ,1996,21035368251,15578227
KE,1996,12045858436,27615736
KG,1996,1827570586,4628400
KH,1996,3506695720,11182612
KI,1996,66515376.79,82832
KN,1996,333944444.4,43097
KR,1996,6.1017E+11,45524681
KW,1996,31493319973,1703318
LA,1996,1873671550,5043914
LB,1996,13690217333,4034243
LR,1996,,2203966
LY,1996,27884615385,4820066
LC,1996,788888888.9,153969
LI,1996,2504033252,31337
LK,1996,13897738375,18367290
LS,1996,946123275.9,1955098
LT,1996,8382519637,3601613
LU,1996,20895314658,414225
LV,1996,5975248851,2457222
MA,1996,43161452678,26999093
MC,1996,3137673291,31719
MD,1996,1695122174,2947293
MG,1996,4931861239,14317454
MV,1996,450382328,263841
MX,1996,4.10976E+11,91586555
MH,1996,110858000,51538
MK,1996,4642018354,1994226
ML,1996,2780422048,10131906
