iso2,year,legal_form,number_firms_orbis,number_firms_eurostat,number_firms_worldbank,number_balance_sheets,number_income_statements,bs_share,is_share
AT,2010,partnerships,35984,49790,NA,1245,77,0.034598711,0.00213984
AT,2010,private_limited_liability,114204,87701,81688,109316,7295,0.957199398,0.063876922
AT,2010,public_limited_liability,1078,NA,NA,860,751,0.797773655,0.696660482
AT,2010,sole_proprietorships,80749,289324,NA,13,0,0.000160993,0
AT,2011,partnerships,38550,49983,NA,1407,83,0.036498054,0.002153048
AT,2011,private_limited_liability,121474,87886,83451,122846,7556,1.011294598,0.062202611
AT,2011,public_limited_liability,1110,NA,NA,847,754,0.763063063,0.679279279
AT,2011,sole_proprietorships,85628,292427,NA,16,0,0.000186855,0
AT,2012,partnerships,41211,50332,NA,1546,96,0.037514256,0.002329475
AT,2012,private_limited_liability,128992,89614,85390,126457,7659,0.980347618,0.059375775
AT,2012,public_limited_liability,1138,NA,NA,826,742,0.725834798,0.65202109
AT,2012,sole_proprietorships,90910,292288,NA,14,0,0.000153998,0
AT,2013,partnerships,43855,54077,NA,1552,102,0.035389351,0.002325847
AT,2013,private_limited_liability,138211,93922,87913,130917,7716,0.947225619,0.055827684
AT,2013,public_limited_liability,1161,NA,NA,805,731,0.693367786,0.62962963
AT,2013,sole_proprietorships,96416,283681,NA,13,0,0.000134832,0
AT,2014,partnerships,46638,51341,NA,1553,102,0.033299027,0.002187058
AT,2014,private_limited_liability,145468,96266,91646,136695,7702,0.939691204,0.052946352
AT,2014,public_limited_liability,1171,NA,NA,786,715,0.671221178,0.61058924
AT,2014,sole_proprietorships,102093,272172,NA,12,0,0.00011754,0
AT,2015,partnerships,49802,46690,NA,1529,100,0.030701578,0.002007951
AT,2015,private_limited_liability,150263,98777,94272,141026,7642,0.938527781,0.050857497
AT,2015,public_limited_liability,1160,NA,NA,785,702,0.676724138,0.605172414
AT,2015,sole_proprietorships,108137,263732,NA,11,1,0.000101723,9.25E-06
AT,2016,partnerships,52417,46921,NA,1460,112,0.027853559,0.002136711
AT,2016,private_limited_liability,155163,99480,96503,144890,8262,0.933792206,0.05324723
AT,2016,public_limited_liability,1142,NA,NA,769,722,0.673380035,0.632224168
AT,2016,sole_proprietorships,113485,266449,NA,13,6,0.000114553,5.29E-05
AT,2017,partnerships,55759,46338,NA,1277,99,0.022902132,0.001775498
AT,2017,private_limited_liability,159593,100554,99056,149564,8509,0.937158898,0.053316875
AT,2017,public_limited_liability,1132,NA,NA,744,714,0.657243816,0.630742049
AT,2017,sole_proprietorships,119102,266271,NA,10,4,8.40E-05,3.36E-05
AT,2018,partnerships,59089,46576,NA,1226,108,0.020748363,0.001827751
AT,2018,private_limited_liability,166603,102466,101983,154757,8852,0.928896839,0.053132297
AT,2018,public_limited_liability,1126,NA,NA,730,701,0.648312611,0.622557726
AT,2018,sole_proprietorships,124412,268284,NA,12,6,9.65E-05,4.82E-05
AT,2019,partnerships,62532,46493,NA,1056,105,0.016887354,0.00167914
AT,2019,private_limited_liability,173568,104823,104991,143804,8848,0.828516777,0.050977139
AT,2019,public_limited_liability,1131,NA,NA,688,675,0.608311229,0.596816976
AT,2019,sole_proprietorships,129655,262583,NA,10,5,7.71E-05,3.86E-05
AT,2020,partnerships,65457,47346,NA,1002,92,0.015307759,0.001405503
AT,2020,private_limited_liability,181286,110943,108825,145580,8473,0.8030405,0.046738303
AT,2020,public_limited_liability,1133,NA,NA,644,634,0.568402471,0.559576346
AT,2020,sole_proprietorships,133530,260001,NA,4,2,3.00E-05,1.50E-05
AT,2021,partnerships,68669,NA,NA,191,20,0.002781459,0.000291252
AT,2021,private_limited_liability,192167,NA,NA,35491,2210,0.184688318,0.011500414
AT,2021,public_limited_liability,1136,NA,NA,194,192,0.170774648,0.169014085
AT,2021,sole_proprietorships,137393,NA,NA,0,0,0,0
AT,2022,partnerships,69785,NA,NA,1,1,1.43E-05,1.43E-05
AT,2022,private_limited_liability,192849,NA,NA,451,15,0.002338617,7.78E-05
AT,2022,public_limited_liability,1121,NA,NA,3,3,0.002676182,0.002676182
AT,2022,sole_proprietorships,138154,NA,NA,0,0,0,0
AU,2010,partnerships,272,NA,NA,8,6,0.029411765,0.022058824
AU,2010,private_limited_liability,1644284,NA,1778452,2209,1368,0.001343442,0.000831973
AU,2010,public_limited_liability,17844,NA,NA,1942,1716,0.1088321,0.096166779
AU,2010,sole_proprietorships,811,NA,NA,1,0,0.001233046,0
AU,2011,partnerships,276,NA,NA,6,5,0.02173913,0.018115942
AU,2011,private_limited_liability,1738694,NA,1854241,2490,1696,0.001432109,0.000975445
AU,2011,public_limited_liability,18548,NA,NA,2080,1886,0.112141471,0.101682122
AU,2011,sole_proprietorships,829,NA,NA,7,0,0.008443908,0
AU,2012,partnerships,276,NA,NA,2,2,0.007246377,0.007246377
AU,2012,private_limited_liability,1843817,NA,1938110,3980,3675,0.002158566,0.001993148
AU,2012,public_limited_liability,19224,NA,NA,2764,2684,0.14377861,0.139617145
AU,2012,sole_proprietorships,837,NA,NA,1,0,0.001194743,0
AU,2013,partnerships,276,NA,NA,3,3,0.010869565,0.010869565
AU,2013,private_limited_liability,1961509,NA,2036459,8540,8521,0.004353791,0.004344104
AU,2013,public_limited_liability,19808,NA,NA,6322,6313,0.319163974,0.318709612
AU,2013,sole_proprietorships,841,NA,NA,2,1,0.002378121,0.001189061
AU,2014,partnerships,272,NA,NA,6,6,0.022058824,0.022058824
AU,2014,private_limited_liability,2100988,NA,2150464,10130,10119,0.004821541,0.004816305
AU,2014,public_limited_liability,20507,NA,NA,7666,7660,0.373823572,0.373530989
AU,2014,sole_proprietorships,832,NA,NA,1,1,0.001201923,0.001201923
AU,2015,partnerships,265,NA,NA,6,6,0.022641509,0.022641509
AU,2015,private_limited_liability,2287497,NA,2280924,10616,10616,0.00464088,0.00464088
AU,2015,public_limited_liability,21643,NA,NA,8029,8029,0.370974449,0.370974449
AU,2015,sole_proprietorships,808,NA,NA,0,0,0,0
AU,2016,partnerships,241,NA,NA,7,7,0.029045643,0.029045643
AU,2016,private_limited_liability,2498031,NA,2404461,11506,11506,0.004606028,0.004606028
AU,2016,public_limited_liability,23082,NA,NA,8004,8004,0.346763712,0.346763712
AU,2016,sole_proprietorships,764,NA,NA,0,0,0,0
AU,2017,partnerships,234,NA,NA,15,15,0.064102564,0.064102564
AU,2017,private_limited_liability,2610405,NA,2529551,12329,12329,0.004723022,0.004723022
AU,2017,public_limited_liability,23921,NA,NA,7953,7953,0.332469378,0.332469378
AU,2017,sole_proprietorships,723,NA,NA,1,1,0.001383126,0.001383126
AU,2018,partnerships,228,NA,NA,15,15,0.065789474,0.065789474
AU,2018,private_limited_liability,2709434,NA,2631647,12552,12552,0.004632702,0.004632702
AU,2018,public_limited_liability,24808,NA,NA,7836,7836,0.31586585,0.31586585
AU,2018,sole_proprietorships,704,NA,NA,3,3,0.004261364,0.004261364
AU,2019,partnerships,223,NA,NA,15,15,0.067264574,0.067264574
AU,2019,private_limited_liability,2798637,NA,2714713,11833,11833,0.00422813,0.00422813
AU,2019,public_limited_liability,25650,NA,NA,7584,7584,0.295672515,0.295672515
AU,2019,sole_proprietorships,688,NA,NA,3,3,0.004360465,0.004360465
AU,2020,partnerships,222,NA,NA,8,8,0.036036036,0.036036036
AU,2020,private_limited_liability,2894966,NA,2807351,7967,7967,0.002752019,0.002752019
AU,2020,public_limited_liability,26477,NA,NA,6473,6473,0.244476338,0.244476338
AU,2020,sole_proprietorships,640,NA,NA,0,0,0,0
AU,2021,partnerships,217,NA,NA,3,3,0.013824885,0.013824885
AU,2021,private_limited_liability,3062445,NA,NA,1463,1463,0.000477723,0.000477723
AU,2021,public_limited_liability,27559,NA,NA,3221,3221,0.116876519,0.116876519
AU,2021,sole_proprietorships,628,NA,NA,0,0,0,0
AU,2022,partnerships,216,NA,NA,0,0,0,0
AU,2022,private_limited_liability,3048063,NA,NA,0,0,0,0
AU,2022,public_limited_liability,27301,NA,NA,23,23,0.00084246,0.00084246
AU,2022,sole_proprietorships,613,NA,NA,0,0,0,0
BA,2017,partnerships,NA,924,NA,265,265,NA,NA
BA,2017,private_limited_liability,NA,32422,32145,26086,26086,NA,NA
BA,2017,sole_proprietorships,NA,41588,NA,65,65,NA,NA
BA,2018,partnerships,NA,937,NA,190,190,NA,NA
BA,2018,private_limited_liability,NA,32533,33099,23800,23800,NA,NA
BA,2018,sole_proprietorships,NA,42418,NA,851,851,NA,NA
BA,2019,partnerships,NA,914,NA,182,182,NA,NA
BA,2019,private_limited_liability,NA,32079,34334,24422,24422,NA,NA
BA,2019,sole_proprietorships,NA,42021,NA,872,872,NA,NA
BE,2010,partnerships,57598,39734,NA,16451,16330,0.285617556,0.283516789
BE,2010,private_limited_liability,303432,365106,491610,246761,245948,0.813233278,0.81055393
BE,2010,public_limited_liability,93047,NA,NA,88614,88367,0.952357411,0.949702838
BE,2010,sole_proprietorships,485405,193010,NA,0,0,0,0
BE,2011,partnerships,64491,42170,NA,16275,16144,0.252360795,0.250329503
BE,2011,private_limited_liability,328589,376867,502985,258863,258015,0.787801783,0.785221051
BE,2011,public_limited_liability,94422,NA,NA,87293,87041,0.924498528,0.921829658
BE,2011,sole_proprietorships,518346,193106,NA,0,0,0,0
BE,2012,partnerships,71068,44644,NA,15842,15731,0.222913266,0.221351382
BE,2012,private_limited_liability,348269,382074,508583,271451,270580,0.779429119,0.776928179
BE,2012,public_limited_liability,95329,NA,NA,85917,85683,0.901268239,0.898813582
BE,2012,sole_proprietorships,555030,193536,NA,0,0,0,0
BE,2013,partnerships,76871,46281,NA,15196,15085,0.197681831,0.196237853
BE,2013,private_limited_liability,358245,380098,512195,281809,280987,0.786637636,0.784343117
BE,2013,public_limited_liability,93868,NA,NA,84370,84138,0.898815358,0.896343802
BE,2013,sole_proprietorships,593307,193813,NA,0,0,0,0
BE,2014,partnerships,83730,48289,NA,13438,13318,0.160492058,0.15905888
BE,2014,private_limited_liability,366748,382197,511428,286661,285803,0.781629348,0.779289867
BE,2014,public_limited_liability,92118,NA,NA,82047,81831,0.890672833,0.888328014
BE,2014,sole_proprietorships,638152,203898,NA,0,0,0,0
BE,2015,partnerships,89488,50639,NA,12983,12855,0.145080905,0.143650545
BE,2015,private_limited_liability,370414,386488,518378,295347,294497,0.797342973,0.795048243
BE,2015,public_limited_liability,89689,NA,NA,80681,80460,0.899564049,0.897099979
BE,2015,sole_proprietorships,687280,205003,NA,0,0,0,0
BE,2016,partnerships,95353,54436,NA,12578,12466,0.131909851,0.130735268
BE,2016,private_limited_liability,379042,399359,527335,305942,304987,0.807145382,0.804625873
BE,2016,public_limited_liability,87721,NA,NA,79714,79502,0.908721971,0.906305218
BE,2016,sole_proprietorships,695435,205592,NA,0,0,0,0
BE,2017,partnerships,97927,57994,NA,12140,12036,0.123969896,0.12290788
BE,2017,private_limited_liability,391222,409104,535457,316459,315443,0.808898784,0.806301793
BE,2017,public_limited_liability,86644,NA,NA,78831,78618,0.909826416,0.907368081
BE,2017,sole_proprietorships,698738,205902,NA,0,0,0,0
BE,2018,partnerships,103813,61985,NA,11745,11645,0.11313612,0.112172849
BE,2018,private_limited_liability,406527,398478,577923,327697,326650,0.80608914,0.803513666
BE,2018,public_limited_liability,85647,NA,NA,77888,77664,0.909407218,0.906791832
BE,2018,sole_proprietorships,716254,207228,NA,0,0,0,0
BE,2019,partnerships,107658,64081,NA,11752,11651,0.10916049,0.108222334
BE,2019,private_limited_liability,423042,416485,588461,340141,339141,0.804036006,0.801672174
BE,2019,public_limited_liability,83995,NA,NA,76696,76510,0.91310197,0.910887553
BE,2019,sole_proprietorships,742888,218518,NA,0,0,0,0
BE,2020,partnerships,110031,63946,NA,11471,11364,0.104252438,0.103279985
BE,2020,private_limited_liability,441781,430095,605147,352630,351591,0.798200919,0.795849075
BE,2020,public_limited_liability,82132,NA,NA,74839,74660,0.911203916,0.909024497
BE,2020,sole_proprietorships,738568,222272,NA,0,0,0,0
BE,2021,partnerships,115101,NA,NA,1858,1844,0.016142345,0.016020712
BE,2021,private_limited_liability,469694,NA,NA,67666,67524,0.144064008,0.143761683
BE,2021,public_limited_liability,80882,NA,NA,12827,12802,0.158589056,0.158279963
BE,2021,sole_proprietorships,752280,NA,NA,0,0,0,0
BE,2022,partnerships,114205,NA,NA,1,1,8.76E-06,8.76E-06
BE,2022,private_limited_liability,474299,NA,NA,7,7,1.48E-05,1.48E-05
BE,2022,public_limited_liability,79054,NA,NA,3,3,3.79E-05,3.79E-05
BE,2022,sole_proprietorships,731276,NA,NA,0,0,0,0
BG,2010,partnerships,10243,10914,NA,1436,1427,0.140193303,0.139314654
BG,2010,private_limited_liability,287585,193019,85591,42551,41932,0.147959734,0.145807327
BG,2010,public_limited_liability,9648,NA,NA,4254,4235,0.440920398,0.438951078
BG,2010,sole_proprietorships,559557,119939,NA,1593,4955,0.002846895,0.008855219
BG,2011,partnerships,10334,10567,NA,5432,5343,0.525643507,0.517031159
BG,2011,private_limited_liability,326795,200668,104656,188224,176616,0.575969645,0.540448905
BG,2011,public_limited_liability,10107,NA,NA,8033,7753,0.794795686,0.767092114
BG,2011,sole_proprietorships,591175,108702,NA,15127,18349,0.025588024,0.031038187
BG,2012,partnerships,10416,10931,NA,5740,5633,0.551075269,0.540802611
BG,2012,private_limited_liability,370706,214198,116760,228167,213938,0.61549314,0.577109623
BG,2012,public_limited_liability,10516,NA,NA,8587,8238,0.816565234,0.78337771
BG,2012,sole_proprietorships,621327,98616,NA,18471,21728,0.029728307,0.034970314
BG,2013,partnerships,10458,11300,NA,5501,5399,0.526008797,0.516255498
BG,2013,private_limited_liability,413669,226214,124741,241084,226781,0.582794456,0.548218503
BG,2013,public_limited_liability,10832,NA,NA,8562,8192,0.790435746,0.756277696
BG,2013,sole_proprietorships,628836,89989,NA,17237,20680,0.027410962,0.032886158
BG,2014,partnerships,10140,11429,NA,5364,5242,0.528994083,0.516962525
BG,2014,private_limited_liability,452139,237966,132220,256863,242020,0.568106268,0.535277868
BG,2014,public_limited_liability,10793,NA,NA,8583,8219,0.795237654,0.761512091
BG,2014,sole_proprietorships,632723,83405,NA,16377,19457,0.025883364,0.030751213
BG,2015,partnerships,10125,11421,NA,5125,5012,0.50617284,0.495012346
BG,2015,private_limited_liability,496601,250423,140589,271380,256354,0.546474937,0.516217245
BG,2015,public_limited_liability,11079,NA,NA,8492,8154,0.766495171,0.735987002
BG,2015,sole_proprietorships,638339,77331,NA,15087,17831,0.023634777,0.027933433
BG,2016,partnerships,10113,11065,NA,4946,4827,0.48907347,0.477306437
BG,2016,private_limited_liability,544498,264986,149568,287073,272245,0.527225077,0.499992654
BG,2016,public_limited_liability,11385,NA,NA,8345,8025,0.732981994,0.704874835
BG,2016,sole_proprietorships,654549,71911,NA,13094,15143,0.020004614,0.023135014
BG,2017,partnerships,9982,10460,NA,4792,4737,0.480064115,0.474554198
BG,2017,private_limited_liability,590717,271368,157979,298006,288796,0.504481842,0.488890619
BG,2017,public_limited_liability,11532,NA,NA,8022,7829,0.695629553,0.678893514
BG,2017,sole_proprietorships,671728,65902,NA,12170,13785,0.018117452,0.020521699
BG,2018,partnerships,9776,10031,NA,4672,4614,0.477905074,0.471972177
BG,2018,private_limited_liability,635407,281772,166212,310992,302762,0.489437479,0.47648515
BG,2018,public_limited_liability,11621,NA,NA,7852,7683,0.67567335,0.661130712
BG,2018,sole_proprietorships,686159,60606,NA,11512,11444,0.016777452,0.01667835
BG,2019,partnerships,9680,8593,NA,4499,4447,0.464772727,0.459400826
BG,2019,private_limited_liability,677409,285113,173561,322867,315478,0.476620476,0.465712738
BG,2019,public_limited_liability,11707,NA,NA,7705,7557,0.658153242,0.645511233
BG,2019,sole_proprietorships,698632,55957,NA,11242,11166,0.016091447,0.015982663
BG,2020,partnerships,9565,7808,NA,4265,4231,0.445896498,0.442341871
BG,2020,private_limited_liability,707704,282130,178822,316821,311405,0.447674451,0.440021534
BG,2020,public_limited_liability,11675,NA,NA,7478,7358,0.640513919,0.630235546
BG,2020,sole_proprietorships,704445,52438,NA,10609,10544,0.015060083,0.014967812
BG,2021,partnerships,9564,NA,NA,2159,2149,0.225742367,0.22469678
BG,2021,private_limited_liability,743392,NA,NA,130334,129127,0.175323383,0.173699744
BG,2021,public_limited_liability,11782,NA,NA,2499,2486,0.212103208,0.21099983
BG,2021,sole_proprietorships,714444,NA,NA,6570,6551,0.009195962,0.009169368
BG,2022,partnerships,9453,NA,NA,0,0,0,0
BG,2022,private_limited_liability,756743,NA,NA,0,0,0,0
BG,2022,public_limited_liability,11796,NA,NA,0,0,0,0
BG,2022,sole_proprietorships,716348,NA,NA,0,0,0,0
CA,2010,partnerships,935,NA,NA,7,7,0.007486631,0.007486631
CA,2010,private_limited_liability,192781,NA,NA,1113,1113,0.005773391,0.005773391
CA,2010,public_limited_liability,4205,NA,NA,2290,2290,0.544589774,0.544589774
CA,2011,partnerships,956,NA,NA,5,5,0.005230126,0.005230126
CA,2011,private_limited_liability,211925,NA,NA,1033,1033,0.004874366,0.004874366
CA,2011,public_limited_liability,4435,NA,NA,2414,2414,0.544306652,0.544306652
CA,2012,partnerships,981,NA,NA,3,3,0.003058104,0.003058104
CA,2012,private_limited_liability,228349,NA,NA,944,944,0.004134023,0.004134023
CA,2012,public_limited_liability,4552,NA,NA,2557,2557,0.561731107,0.561731107
CA,2013,partnerships,1004,NA,NA,3,3,0.002988048,0.002988048
CA,2013,private_limited_liability,244355,NA,NA,820,820,0.003355773,0.003355773
CA,2013,public_limited_liability,4657,NA,NA,2639,2639,0.566673824,0.566673824
CA,2014,partnerships,1026,NA,NA,2,2,0.001949318,0.001949318
CA,2014,private_limited_liability,262811,NA,NA,674,674,0.002564581,0.002564581
CA,2014,public_limited_liability,4780,NA,NA,2641,2641,0.55251046,0.55251046
CA,2015,partnerships,1049,NA,NA,2,2,0.001906578,0.001906578
CA,2015,private_limited_liability,280301,NA,NA,540,540,0.0019265,0.0019265
CA,2015,public_limited_liability,4881,NA,NA,2705,2704,0.554189715,0.553984839
CA,2016,partnerships,1051,NA,NA,2,2,0.00190295,0.00190295
CA,2016,private_limited_liability,292085,NA,NA,432,432,0.001479022,0.001479022
CA,2016,public_limited_liability,4994,NA,NA,2736,2736,0.547857429,0.547857429
CA,2017,partnerships,1065,NA,NA,2,2,0.001877934,0.001877934
CA,2017,private_limited_liability,308111,NA,NA,346,346,0.001122972,0.001122972
CA,2017,public_limited_liability,5180,NA,NA,2771,2771,0.534942085,0.534942085
CA,2018,partnerships,1045,NA,NA,2,2,0.001913876,0.001913876
CA,2018,private_limited_liability,334894,NA,NA,283,283,0.000845044,0.000845044
CA,2018,public_limited_liability,5322,NA,NA,2774,2774,0.521232619,0.521232619
CA,2019,partnerships,1032,NA,NA,0,0,0,0
CA,2019,private_limited_liability,356161,NA,NA,218,218,0.000612083,0.000612083
CA,2019,public_limited_liability,5395,NA,NA,2873,2873,0.53253012,0.53253012
CA,2020,partnerships,1008,NA,NA,1,1,0.000992063,0.000992063
CA,2020,private_limited_liability,386871,NA,NA,170,170,0.000439423,0.000439423
CA,2020,public_limited_liability,5412,NA,NA,2982,2982,0.550997783,0.550997783
CA,2021,partnerships,992,NA,NA,0,0,0,0
CA,2021,private_limited_liability,385036,NA,NA,94,94,0.000244133,0.000244133
CA,2021,public_limited_liability,5460,NA,NA,2992,2992,0.547985348,0.547985348
CA,2022,partnerships,990,NA,NA,0,0,0,0
CA,2022,private_limited_liability,384997,NA,NA,2,2,5.19E-06,5.19E-06
CA,2022,public_limited_liability,5457,NA,NA,51,51,0.009345794,0.009345794
CH,2010,partnerships,19629,NA,NA,61,61,0.003107647,0.003107647
CH,2010,private_limited_liability,106422,NA,324764,1,1,9.40E-06,9.40E-06
CH,2010,public_limited_liability,172428,NA,NA,589,583,0.003415919,0.003381121
CH,2010,sole_proprietorships,138130,NA,NA,0,0,0,0
CH,2011,partnerships,20461,NA,NA,62,62,0.003030155,0.003030155
CH,2011,private_limited_liability,119462,NA,337373,1,1,8.37E-06,8.37E-06
CH,2011,public_limited_liability,182667,NA,NA,580,575,0.003175177,0.003147804
CH,2011,sole_proprietorships,149157,NA,NA,0,0,0,0
CH,2012,partnerships,21472,NA,NA,60,60,0.002794337,0.002794337
CH,2012,private_limited_liability,132841,NA,349015,1,1,7.53E-06,7.53E-06
CH,2012,public_limited_liability,192719,NA,NA,588,585,0.003051074,0.003035508
CH,2012,sole_proprietorships,161539,NA,NA,0,0,0,0
CH,2013,partnerships,21977,16123,NA,60,60,0.002730127,0.002730127
CH,2013,private_limited_liability,145467,195117,361386,1,1,6.87E-06,6.87E-06
CH,2013,public_limited_liability,200924,NA,NA,577,573,0.002871733,0.002851825
CH,2013,sole_proprietorships,169797,170113,NA,0,0,0,0
CH,2014,partnerships,21493,15721,NA,63,63,0.002931187,0.002931187
CH,2014,private_limited_liability,154596,200325,374867,1,1,6.47E-06,6.47E-06
CH,2014,public_limited_liability,204329,NA,NA,582,575,0.002848348,0.002814089
CH,2014,sole_proprietorships,170287,175016,NA,0,0,0,0
CH,2015,partnerships,21184,15176,NA,63,63,0.002973943,0.002973943
CH,2015,private_limited_liability,163992,206329,387493,1,1,6.10E-06,6.10E-06
CH,2015,public_limited_liability,207184,NA,NA,591,582,0.002852537,0.002809097
CH,2015,sole_proprietorships,170119,173756,NA,0,0,0,0
CH,2016,partnerships,20896,14631,NA,64,59,0.003062787,0.002823507
CH,2016,private_limited_liability,173154,210827,399375,1,1,5.78E-06,5.78E-06
CH,2016,public_limited_liability,209492,NA,NA,592,578,0.002825884,0.002759055
CH,2016,sole_proprietorships,170117,170886,NA,0,0,0,0
CH,2017,partnerships,20727,14313,NA,63,59,0.003039514,0.002846529
CH,2017,private_limited_liability,182701,216048,412305,0,0,0,0
CH,2017,public_limited_liability,212478,NA,NA,596,582,0.002804996,0.002739107
CH,2017,sole_proprietorships,171290,168195,NA,0,0,0,0
CH,2018,partnerships,20736,13751,NA,64,61,0.00308642,0.002941744
CH,2018,private_limited_liability,191918,219244,424443,3,3,1.56E-05,1.56E-05
CH,2018,public_limited_liability,214853,NA,NA,607,593,0.002825187,0.002760027
CH,2018,sole_proprietorships,172342,164370,NA,0,0,0,0
CH,2019,partnerships,20767,13482,NA,64,61,0.003081812,0.002937353
CH,2019,private_limited_liability,201403,224738,436945,2,2,9.93E-06,9.93E-06
CH,2019,public_limited_liability,217476,NA,NA,614,602,0.0028233,0.002768122
CH,2019,sole_proprietorships,173824,164211,NA,0,0,0,0
CH,2020,partnerships,20825,12739,NA,63,60,0.00302521,0.002881152
CH,2020,private_limited_liability,211839,228995,NA,1,1,4.72E-06,4.72E-06
CH,2020,public_limited_liability,220365,NA,NA,594,579,0.002695528,0.002627459
CH,2020,sole_proprietorships,174894,158755,NA,0,0,0,0
CH,2021,partnerships,21083,NA,NA,10,9,0.000474316,0.000426884
CH,2021,private_limited_liability,223798,NA,NA,0,0,0,0
CH,2021,public_limited_liability,224702,NA,NA,293,288,0.001303949,0.001281698
CH,2021,sole_proprietorships,179113,NA,NA,0,0,0,0
CH,2022,partnerships,20401,NA,NA,0,0,0,0
CH,2022,private_limited_liability,225067,NA,NA,0,0,0,0
CH,2022,public_limited_liability,222658,NA,NA,9,9,4.04E-05,4.04E-05
CH,2022,sole_proprietorships,173824,NA,NA,0,0,0,0
CL,2010,partnerships,3377,NA,NA,4,4,0.001184483,0.001184483
CL,2010,private_limited_liability,179409,NA,938820,52,52,0.000289841,0.000289841
CL,2010,public_limited_liability,47457,NA,NA,385,385,0.008112607,0.008112607
CL,2011,partnerships,6712,NA,NA,2,2,0.000297974,0.000297974
CL,2011,private_limited_liability,206901,NA,967828,50,50,0.000241661,0.000241661
CL,2011,public_limited_liability,50457,NA,NA,374,374,0.007412252,0.007412252
CL,2012,partnerships,12879,NA,NA,2,2,0.000155292,0.000155292
CL,2012,private_limited_liability,239804,NA,997567,49,49,0.000204334,0.000204334
CL,2012,public_limited_liability,53091,NA,NA,367,367,0.006912659,0.006912659
CL,2013,partnerships,22119,NA,NA,2,2,9.04E-05,9.04E-05
CL,2013,private_limited_liability,278755,NA,1024927,51,51,0.000182956,0.000182956
CL,2013,public_limited_liability,55351,NA,NA,369,369,0.006666546,0.006666546
CL,2014,partnerships,37935,NA,NA,2,2,5.27E-05,5.27E-05
CL,2014,private_limited_liability,338148,NA,1058525,55,55,0.000162651,0.000162651
CL,2014,public_limited_liability,56936,NA,NA,363,363,0.00637558,0.00637558
CL,2015,partnerships,69713,NA,NA,59,56,0.000846327,0.000803294
CL,2015,private_limited_liability,392400,NA,1085509,251,248,0.000639653,0.000632008
CL,2015,public_limited_liability,57677,NA,NA,720,717,0.012483312,0.012431298
CL,2016,partnerships,110008,NA,NA,73,70,0.000663588,0.000636317
CL,2016,private_limited_liability,440985,NA,1110983,260,257,0.000589589,0.000582786
CL,2016,public_limited_liability,57551,NA,NA,745,735,0.01294504,0.012771281
CL,2017,partnerships,163287,NA,NA,85,80,0.000520556,0.000489935
CL,2017,private_limited_liability,487376,NA,1168488,244,243,0.00050064,0.000498588
CL,2017,public_limited_liability,57315,NA,NA,716,711,0.012492367,0.01240513
CL,2018,partnerships,229792,NA,NA,87,85,0.000378603,0.0003699
CL,2018,private_limited_liability,533155,NA,1258810,222,221,0.000416389,0.000414514
CL,2018,public_limited_liability,57310,NA,NA,606,605,0.010574071,0.010556622
CL,2019,partnerships,306794,NA,NA,122,121,0.000397661,0.000394401
CL,2019,private_limited_liability,574537,NA,1294136,223,223,0.000388139,0.000388139
CL,2019,public_limited_liability,57319,NA,NA,600,600,0.010467733,0.010467733
CL,2020,partnerships,402905,NA,NA,106,106,0.000263089,0.000263089
CL,2020,private_limited_liability,615461,NA,NA,204,204,0.000331459,0.000331459
CL,2020,public_limited_liability,57312,NA,NA,556,556,0.009701284,0.009701284
CL,2021,partnerships,518630,NA,NA,13,13,2.51E-05,2.51E-05
CL,2021,private_limited_liability,662462,NA,NA,48,48,7.25E-05,7.25E-05
CL,2021,public_limited_liability,57283,NA,NA,237,237,0.004137353,0.004137353
CL,2022,partnerships,543180,NA,NA,0,0,0,0
CL,2022,private_limited_liability,671294,NA,NA,0,0,0,0
CL,2022,public_limited_liability,57222,NA,NA,0,0,0,0
CO,2010,partnerships,11988,NA,NA,4761,3127,0.397147147,0.260844178
CO,2010,private_limited_liability,191469,NA,NA,92847,72559,0.48491923,0.378959518
CO,2010,public_limited_liability,17744,NA,NA,12502,11086,0.704576195,0.624774572
CO,2010,sole_proprietorships,806711,NA,NA,146007,41351,0.180990466,0.051258753
CO,2011,partnerships,12439,NA,NA,4920,2893,0.395530187,0.232574966
CO,2011,private_limited_liability,230047,NA,NA,113661,80943,0.494077297,0.351854186
CO,2011,public_limited_liability,17933,NA,NA,12050,10445,0.671945575,0.58244577
CO,2011,sole_proprietorships,908219,NA,NA,137464,34927,0.151355565,0.038456584
CO,2012,partnerships,12906,NA,NA,4773,2696,0.369827987,0.208895088
CO,2012,private_limited_liability,276797,NA,NA,123319,86923,0.445521447,0.314031583
CO,2012,public_limited_liability,18082,NA,NA,11134,9714,0.61575047,0.537219334
CO,2012,sole_proprietorships,1041662,NA,NA,174739,41082,0.167750192,0.039438897
CO,2013,partnerships,13260,NA,NA,5182,2797,0.390799397,0.210935143
CO,2013,private_limited_liability,325655,NA,324226,154509,102476,0.474456096,0.314676575
CO,2013,public_limited_liability,18117,NA,NA,11027,9560,0.608654855,0.527681183
CO,2013,sole_proprietorships,1171337,NA,NA,304229,41868,0.259727986,0.03574377
CO,2014,partnerships,13585,NA,NA,6050,2955,0.44534413,0.217519323
CO,2014,private_limited_liability,381806,NA,360772,191423,113862,0.501361948,0.298219515
